Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.6976200535016901,0.9996735453605652,519.9261177434457,681.7009743679776,0.9996293783187866,615.3559515449438,604.7832177551498,0.9997923374176025,467.6658327481274,616.061563670412,0.9984474182128906,692.8891619850187,632.468910931648,0.9989646673202515,382.1535580524345,656.6880266853933,0.9765657186508179,853.6726065074906,1057.7915788857679,0.910957932472229,210.0226767322098,1042.452890917603,0.9906231164932251,917.4123654026218,1472.9601182116105,0.9604896306991577,125.42014132724717,1503.3062675561798,0.9969537854194641,703.3231653792136,1534.928751170412,0.9827954769134521,264.86335440074913,1355.00468164794,0.5952315330505371,729.3621986189139,1838.5750234082398,0.33546698093414307,385.36107209737827,1879.8459445224719,0.01701831817626953,303.2175356975656,1941.1348607209738,0.04537618160247803,299.57404318820227,1942.152972846442,0.027912139892578125,300.87649227528095,1950.1003628277153,0.023642748594284058,296.24122191011236,1952.3544300093633
1,0.69711334214491,0.9996227025985718,518.0081782537453,678.8409263810862,0.9997206926345825,613.7917690777153,602.0215575257491,0.9998243451118469,457.41434047284645,613.1911282771536,0.9984254837036133,690.3933315777153,632.7216467696629,0.9990590214729309,372.38617743445695,646.187968164794,0.9816027879714966,839.2265039794008,1059.1639600889514,0.890860915184021,205.81702071629218,1042.728596090824,0.9880841970443726,907.6985311329588,1472.6663448033707,0.9500601291656494,129.78669241573039,1486.9500526685395,0.9893599152565002,709.497893258427,1531.3058871722847,0.9876921772956848,247.87497073970042,1362.5538389513108,0.5873520374298096,724.672504096442,1850.1076779026218,0.29163306951522827,356.4437031835206,1854.8656952247193,0.02144867181777954,311.5278265449439,1942.6982385299625,0.06104859709739685,302.23307291666674,1920.4558754681648,0.03853991627693176,311.16565718632967,1896.0612710674159,0.06659215688705444,300.38535814606746,1897.017351357678
2,0.6986268688650692,0.999521017074585,517.7378862359551,673.9880325374533,0.9998617768287659,600.8140946863297,594.9778353230337,0.9998327493667603,460.3864554073034,605.6015186095506,0.9976521134376526,689.6408298220974,627.6302083333334,0.9983735084533691,373.17152387640454,639.6687734082398,0.9667010307312012,848.1119791666667,1052.856097846442,0.8832077980041504,194.87015742041206,1041.3162014279026,0.9863407611846924,903.3116807116105,1468.5178195224719,0.9420138597488403,121.7690045646068,1473.6597319756554,0.9974589943885803,685.3867480102997,1513.1659644194758,0.9897428750991821,266.3645540730338,1362.1320517322097,0.5787563920021057,721.1958684456929,1849.479459269663,0.3209303021430969,354.51442532771534,1856.6315543071162,0.02228453755378723,304.2093867041199,1927.9814782303372,0.06806084513664246,302.15077832397003,1928.9412160580525,0.035374581813812256,309.6834035580524,1894.0927844101125,0.09054362773895264,297.26577130149815,1892.4963424625469
3,0.7098845120738534,0.9996467232704163,516.5919066011236,673.0436563670412,0.9998630285263062,601.4437763342697,591.7297226123595,0.9996839761734009,457.2271477059926,602.949840531367,0.9963443875312805,688.3263840121724,623.6770687031835,0.998155415058136,371.9941625702247,637.2577247191011,0.9709364175796509,842.3481390449438,1051.3923513576779,0.8789398670196533,211.86592930711618,1026.809530079588,0.9821105003356934,897.617041198502,1459.7824496722847,0.9393128752708435,130.7415291432584,1471.4189782303372,0.9979978203773499,684.665701076779,1507.3934925093633,0.9916348457336426,271.82876872659176,1362.633280664794,0.6143656373023987,722.7130881320224,1851.8315484550562,0.34990566968917847,354.3427405196629,1850.579061329588,0.06171068549156189,293.30604810393265,1941.0788272471912,0.08981570601463318,304.0634509597379,1924.1088775749065,0.1035296618938446,281.74135358146066,1944.5802610018727,0.09408348798751831,281.7318439840824,1896.224689840824
4,0.703806179411271,0.9996639490127563,516.855395599251,671.6447214419476,0.9998347759246826,602.1112037687267,590.5352074555244,0.9996833801269531,458.78408824906376,602.529845505618,0.9958451986312866,678.6552697799625,621.8177961142322,0.9983289241790771,371.7857560861423,638.990007607678,0.9631484746932983,841.1407127808989,1049.441567181648,0.8814273476600647,223.68511528558054,1037.130149812734,0.9805853366851807,893.7972553838952,1455.5369264981273,0.9661293625831604,133.5088951310862,1470.319376170412,0.998021125793457,698.5543948970037,1505.2511996722847,0.9907019138336182,274.81222202715355,1363.975158005618,0.5691923499107361,724.3540057350187,1845.9870962078653,0.3451528549194336,359.0457484784645,1862.9272003745318,0.03012874722480774,295.7627428604869,1937.9074496722847,0.0743844211101532,287.4612301029963,1941.9006027621724,0.0932016372680664,281.9424449906368,1940.9263810861423,0.07927525043487549,292.8473929073034,1932.0937207397005
5,0.7019108200774473,0.9995975494384766,518.6783122659176,672.5324789325842,0.9997281432151794,606.9376901919477,590.8288345622659,0.9996585249900818,458.20773349719104,602.3553443937266,0.9965671300888062,678.5304746020599,621.1742889747192,0.998320460319519,373.24833216292143,638.5847524578652,0.9705144166946411,847.0075491573034,1047.7753394194756,0.8986045122146606,210.63897179307116,1025.0636411516855,0.984595537185669,894.930945692884,1454.7726474719102,0.9684441089630127,137.30871079119856,1468.9226357677903,0.9984403252601624,699.4008953651685,1506.894458099251,0.9915545582771301,278.3968281835206,1363.6827013108614,0.5360783338546753,718.0289530664795,1854.2602996254682,0.35824650526046753,350.51659058988764,1863.0414618445693,0.03041335940361023,288.5402036516854,1937.068995786517,0.07702669501304626,308.5363266619851,1919.8193176498128,0.06704363226890564,304.40747893258424,1924.1018551029963,0.05765014886856079,283.373127340824,1894.5685568820224
6,0.7030717134475708,0.9995486736297607,518.4587868679776,674.7354868913858,0.9997111558914185,606.933447448502,591.0561870903558,0.9997003078460693,458.0142497659176,602.7791066830524,0.9967074990272522,677.8916491104869,622.0657771535581,0.9980766773223877,372.55427785580525,637.0914530664794,0.9666067361831665,845.3370786516855,1048.2565981975656,0.8858776092529297,209.1825403792135,1024.9087810159176,0.9826294183731079,893.3058286516855,1454.9726416198503,0.9545927047729492,139.2613237359551,1470.1404494382023,0.998984694480896,686.5998800327716,1520.026334269663,0.9930669069290161,283.5498595505618,1363.821248829588,0.5849515795707703,721.8210878979401,1838.5725362827716,0.3567165732383728,356.1551966292135,1851.8878745318352,0.03515726327896118,296.80689665262173,1943.5453242041199,0.06718248128890991,301.2141561329588,1924.0617684925094,0.06481391191482544,281.64333157771534,1949.8352645131088,0.06789493560791016,286.182189255618,1896.8551029962548
7,0.7101885483545416,0.999495267868042,517.5546436095506,677.5621049859551,0.9997773170471191,605.7375058520599,591.8637347846442,0.9997137784957886,457.2547255383895,603.4952890917604,0.9969816207885742,689.1905138108614,623.7303224485019,0.9981170892715454,371.9880179073034,638.3924391385768,0.9695509672164917,846.2830641385767,1046.657595973783,0.874113917350769,213.191567181648,1029.4260592228466,0.9878976345062256,897.8699964887642,1459.3221851591761,0.9545482397079468,140.87305419007498,1472.3986130617977,0.9986396431922913,686.844057233146,1521.7547401685395,0.9931007027626038,287.215077832397,1363.2672050561798,0.5926833152770996,719.1730307818352,1847.7438845973784,0.4134177267551422,353.5908971207865,1841.042105571161,0.019731640815734863,293.3629593867041,1938.3084620786517,0.10802313685417175,307.03585849719104,1921.733819054307,0.055820614099502563,278.0639191245318,1937.0808462078653,0.11159271001815796,289.3180155664794,1896.7515215355807
8,0.702678406939787,0.9995684623718262,519.015317766854,673.9363881086142,0.9997802972793579,605.4760650749065,593.7400880735019,0.9997843503952026,462.5299918071162,604.7618577364233,0.997278094291687,677.7564665262173,623.9826193820224,0.9986205101013184,373.54042310393265,640.1670763108615,0.97435462474823,841.3876697097378,1051.3824028558054,0.8736204504966736,213.86316420880155,1028.0645043305244,0.9885032773017883,900.0339419475656,1456.2365402621724,0.9569583535194397,142.4113412921348,1465.3473197565543,0.9980742335319519,694.6397325608614,1520.2051147003747,0.9899351596832275,289.2289179541199,1364.6297109082398,0.5346410870552063,720.5956665496255,1840.9288682116105,0.3597959280014038,354.34091175093636,1857.622746956929,0.026255518198013306,295.5429980102997,1934.3169183052435,0.10432261228561401,302.3488705524345,1917.2912277621724,0.07061851024627686,279.59313553370794,1935.6909819756554,0.07342144846916199,287.41470622659176,1901.4940308988764
9,0.7076846852022058,0.9995830655097961,523.3613500702247,675.6664764747192,0.9998044967651367,606.1592930711611,595.152116982678,0.9998295307159424,460.4098636470038,606.146016210206,0.9978959560394287,692.4909293071162,626.9006027621723,0.9989280104637146,373.2864437031835,641.7627867509364,0.969122052192688,848.0588717228466,1049.042822448502,0.8785282373428345,220.9874619616105,1028.9164179541199,0.9849675893783569,900.173367275281,1458.9600889513108,0.9498066306114197,145.1295134012172,1462.6919475655432,0.9979275465011597,696.0731214887642,1521.7238705524346,0.9913235902786255,294.0276070926966,1363.0119089419477,0.6234754323959351,714.4099660580525,1819.76328417603,0.3312569260597229,355.2269136235956,1858.9192708333335,0.03136429190635681,304.2975333567416,1937.3349719101125,0.08044075965881348,305.06064197097385,1921.6087312734082,0.05661061406135559,300.69493211610484,1891.288916198502,0.13977491855621338,292.3543568586142,1892.9391970973784
