Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.8597952022271997,0.9998647570610046,569.1326515683521,479.92443527621725,0.9999592900276184,596.3987154728464,442.035236715824,0.9999446272850037,525.5645043305244,447.34064109316483,0.9997066855430603,651.4243913857679,472.15388723080525,0.9990557432174683,481.15578183520597,488.9681355337079,0.9914360046386719,735.5428517088014,728.8317825374533,0.9870387315750122,365.46984726123594,728.6567327949439,0.9845809936523438,848.0754037921349,978.1497249531835,0.9622493982315063,290.27490051498125,991.102893843633,0.9955415725708008,767.6844861891386,1000.0788565074906,0.9969568252563477,430.40905898876406,1009.1702510533709,0.8785386085510254,647.474616690075,1345.96954002809,0.8724288940429688,441.64676966292143,1315.4481214887642,0.9119290113449097,639.0851767322097,1764.0392380617977,0.6345709562301636,178.43771945224717,1888.810861423221,0.19217568635940552,415.69237183988764,1919.720564138577,0.21054065227508545,378.1230249297753,1938.137435627341
1,0.8420109889086556,0.999866783618927,569.2610311329588,479.761565133427,0.9999549388885498,596.8559076544944,441.71732356039325,0.9999418258666992,526.3623595505618,447.351796582397,0.9996882677078247,651.7374765917602,471.6007578417603,0.9991776943206787,458.7589243913858,489.591014161985,0.9922147989273071,733.1546992041199,729.640390917603,0.9884642958641052,369.6462429775281,728.2864437031835,0.9787644743919373,853.6088190543071,980.3565367509364,0.9901742935180664,284.15774227528095,981.1549771769663,0.9989277720451355,760.6966145833335,989.8933462078652,0.9960846900939941,444.06132958801504,990.2401539091761,0.9058069586753845,645.7073677434457,1355.6051029962548,0.8293935060501099,451.12557057584274,1335.2384714419477,0.87967848777771,646.2061827013108,1760.334152621723,0.4550707936286926,402.69736072097385,1795.1277212078653,0.1424999237060547,407.5991924157304,1918.119001638577,0.1584773063659668,371.8826808286517,1922.1997893258429
2,0.8377648329033571,0.9998698234558105,569.1913184691011,479.6378306413858,0.9999533295631409,596.56484082397,441.76154318820227,0.9999417662620544,526.2252750468165,447.4975128745319,0.9996893405914307,651.6611072097378,471.98051995552436,0.9991738200187683,458.6071365870787,489.6163243211611,0.9920021295547485,740.1207718867042,730.3897471910112,0.9909147620201111,371.1611949906368,727.6602001404494,0.9573209285736084,853.0527270599252,979.2547401685393,0.9756590723991394,277.6725626170412,979.4147940074906,0.9979939460754395,758.6106478230338,984.2063143726592,0.9953905344009399,454.55955933988764,968.8626521535581,0.9107838869094849,647.4722027153559,1352.304541198502,0.8762818574905396,450.331958099251,1339.480775983146,0.8650867342948914,645.9783912687267,1759.7729400749065,0.38636982440948486,634.7395833333333,1762.23124414794,0.13847091794013977,410.0534000468165,1916.0483965355807,0.15709948539733887,373.46171289794006,1920.287189840824
3,0.8359033482916215,0.9998705983161926,569.0677668539327,479.43293539325845,0.9999517798423767,596.5864934456929,441.74694961376406,0.9999386072158813,526.1831402153558,447.41594978932585,0.9996943473815918,651.7776363529963,472.4059281367041,0.9991595149040222,458.8251989700375,489.9373098080525,0.9934276342391968,734.3102615870787,729.5089390215356,0.990932047367096,369.7681852762173,726.4474338717229,0.9318904280662537,840.6877633426966,970.7711551966293,0.9682701230049133,279.4467608848315,986.8543714887641,0.9988806247711182,749.7517263576779,974.5027212078652,0.9928580522537231,422.4637903792135,960.5498741807116,0.9228333234786987,650.4626784878278,1346.067269428839,0.8664708137512207,447.1567766853933,1336.476328417603,0.88211989402771,645.9358906835207,1759.9381144662923,0.3914518654346466,402.3444815074906,1793.2300444756554,0.1326780617237091,411.38072038857683,1918.3552785580525,0.13992920517921448,373.8238822565544,1922.760709269663
4,0.8412088804385242,0.9998703002929688,569.2243094569288,479.3989934456929,0.9999548196792603,596.6839302434457,441.8345476357678,0.9999388456344604,526.3273934925094,447.1809164325843,0.99969482421875,651.3784527153559,471.7064972495319,0.9991152286529541,480.69112827715355,488.55849133895134,0.9922316670417786,730.1265507958801,729.7359257958801,0.9901008605957031,365.96844276685397,726.749692766854,0.9203040599822998,843.3105102996255,978.797109082397,0.9809757471084595,279.08210440074913,984.3997981039327,0.9995574951171875,750.2732180477528,966.8290613295881,0.9963743686676025,452.59458391853934,953.4663213951311,0.9062893390655518,651.5070517322097,1355.8290905898878,0.88056880235672,448.06662570224717,1344.9430887172284,0.8982497453689575,644.5631437265918,1756.4837897940076,0.3936128616333008,387.9854283707865,1598.5021652621724,0.1630929410457611,375.892731741573,1882.5356975655432,0.18061906099319458,379.1261411516854,1945.1824379681648
5,0.846215603982701,0.9998738169670105,569.2266502808989,479.3321336610487,0.999955415725708,596.8286224250936,441.82668393024346,0.9999414682388306,526.4988588483146,447.0520248127341,0.9996856451034546,651.1014308286517,472.0242641034644,0.9991401433944702,458.9254886470038,489.94557584269666,0.9911410808563232,729.0885416666667,729.2569346910112,0.9917131662368774,367.65859082397003,727.3730834503746,0.9174467921257019,844.7338775749065,979.4092345505618,0.9763708114624023,276.4328768726592,984.924142673221,0.9994522333145142,756.1859199438202,967.0441976825844,0.9964762926101685,452.9472436797753,954.7615285580524,0.9018245935440063,652.3398730102997,1351.0198677434457,0.8888570070266724,444.2802697799626,1343.8851825842696,0.8714436292648315,645.8026100187267,1754.989612593633,0.42260271310806274,401.26236247659176,1696.8230629681648,0.20098808407783508,377.02912862827714,1888.2342872191011,0.22875237464904785,379.31296816479403,1942.8490753745318
6,0.8493494356379789,0.9998778104782104,569.4957718867041,479.1949760065543,0.9999567270278931,597.0719949672285,441.74705933988764,0.9999414682388306,526.7060217696629,446.8167720037453,0.9996931552886963,651.2570224719102,471.59560071395134,0.9991292953491211,458.9738412921348,489.87436358848316,0.9928200244903564,731.5383602528091,729.0243153089888,0.9911755323410034,368.4826340121723,727.5994118679776,0.9178951978683472,845.156103698502,978.3070722144195,0.9712881445884705,283.0984462780899,988.7317123127341,0.9991519451141357,757.7608555711611,968.467345505618,0.9972633719444275,430.64687207397003,960.4462927200375,0.9017553329467773,651.4928604868915,1354.951720505618,0.8941386938095093,441.0188436329588,1345.0375994850187,0.8946611881256104,648.7663126170412,1763.3612769194758,0.5145140290260315,395.138986423221,1705.081636235955,0.16240337491035461,419.7518726591761,1920.8947799625469,0.20327511429786682,380.2439577481274,1941.2731156367042
7,0.8619250602581922,0.9998786449432373,569.5550239934457,479.0612564372659,0.9999558329582214,597.0134743679776,441.6312982794944,0.99993896484375,526.8054336376405,446.83772969335206,0.9997077584266663,651.0593691479401,472.1496444873596,0.9990850687026978,459.0723753511236,490.32621576544943,0.9935286641120911,733.1902504681648,728.3555711610487,0.9896109104156494,367.7648057116105,727.740080758427,0.9449961185455322,828.9115168539327,967.389688670412,0.9803483486175537,280.7889308286517,984.5311036985019,0.9977371692657471,764.986174508427,982.663126170412,0.996518611907959,423.9561388108615,971.3750877808989,0.901848316192627,647.5941450140449,1348.6892848782772,0.8657749891281128,446.73850070224717,1344.3962137172284,0.8965036869049072,647.5244323501872,1758.6391034644196,0.668254017829895,391.76695634363296,1704.48750585206,0.22442767024040222,422.2197594803371,1912.57344335206,0.19461125135421753,380.577890917603,1938.5371313202247
8,0.8616091977147495,0.9998890161514282,569.5183754681648,478.74363588483146,0.9999597072601318,597.2745493913858,441.9087956460674,0.9999374151229858,526.6902212078652,446.76073852996257,0.9997081756591797,650.4066450140449,472.43453007958806,0.9991171956062317,459.2101182116105,490.63370493913857,0.9948209524154663,726.9594159644196,729.8372395833334,0.9893708229064941,372.57505266853934,727.1221763810862,0.9624545574188232,826.2930126404494,966.0922138342697,0.9851500988006592,290.6121254681648,987.1255413155432,0.9981949329376221,766.9374707397003,987.1615314840824,0.9967160224914551,425.12633134363296,985.7876872659176,0.9016864895820618,645.6252926029963,1348.6597319756554,0.8853425979614258,449.49847846441946,1348.5849719101125,0.8900148868560791,647.9786253511236,1753.8747951779026,0.6590518355369568,394.76482034176036,1704.370172050562,0.21542689204216003,420.87612652153564,1918.3286516853934,0.1705147624015808,377.58785404962555,1944.332426264045
9,0.8641512323828304,0.9998794794082642,569.7513606039327,478.88035463483146,0.9999600648880005,597.502267673221,441.7228830173221,0.999940812587738,526.9706080290263,446.7890478698502,0.9997063279151917,650.4677990402622,472.59297460205994,0.999103307723999,459.4412014279027,491.0034454002809,0.988747239112854,736.157903206929,731.7459620786517,0.9891294240951538,369.1156074438203,728.2333362593633,0.977077066898346,851.708362593633,982.0616807116105,0.9856676459312439,292.9924508426966,990.5263196395132,0.9954313039779663,764.1277504681648,996.4976884363297,0.9957994222640991,430.0149959035581,992.6509831460675,0.8956751823425293,648.043290613296,1336.6735428370787,0.8598231077194214,452.281645014045,1337.0431004213483,0.8841918706893921,646.9076252340824,1756.2938904494383,0.7088765501976013,393.56887874531833,1696.0210381554307,0.22759905457496643,415.3249356273409,1921.6994382022472,0.1839630901813507,380.7211200842697,1966.3300269194758
